record_id,Reference,,,,,,,
Robinson_2010,"Robinson, D. L. (2009). Bridging the Gaps: Improved Legislation to Prohibit the Abuse of Prescription Drugs in Virginia Student Notes & Comments. Appalachian J.L., 9, 281–306.",,,,,,,
Robles_2001,"Robles, E., Miller, F. B., Gilmore-Thomas, K. K., & McMillan, D. E. (2001). Implementation of a clinic policy of client-regulated methadone dosing. Journal of Substance Abuse Treatment, 20(3), 225–230; discussion 231.",,,,,,,
Romelsjo_2010,"Romelsjö, A., Engdahl, B., Stenbacka, M., Fugelstad, A., Davstad, I., Leifman, A., & Thiblin, I. (2010). Were the changes to Sweden’s maintenance treatment policy 2000-06 related to changes in opiate-related mortality and morbidity? Addiction, 105(9), 1625–1632.",,,,,,,
Rosenblum_2002,"Rosenblum, L. (2001). Mandating Effective Treatment for Drug Offenders Note. Hastings L.J., 53, 1217–1244.",,,,,,,
Rossiter_2014,"Rossiter, L. F., Kirson, N. Y., Shei, A., White, A. G., Birnbaum, H. G., Ben-Joseph, R., & Michna, E. (2014). Medical cost savings associated with an extended-release opioid with abuse-deterrent technology in the US. J Med Econ, 17(4), 279–287. https://doi.org/10.3111/13696998.2014.897628",,,,,,,
Rousseau_2017,"Rousseau, L., & Nordan, I. E. (2017). Tug V. Mingo: Let the Plantiffs Sue - Opioid Addiction, The Wrongful Conduct Rule, and the Culpability Exception. Thomas M. Cooley Law Review, 34(1), 33.",,,,,,,
Rudolph_2011,"Rudolph, S. S., Jehu, G., Nielsen, S. L., Nielsen, K., Siersma, V., & Rasmussen, L. S. (2011). Prehospital treatment of opioid overdose in Copenhagen—Is it safe to discharge on-scene? Resuscitation, 82(11), 1414–1418. https://doi.org/10.1016/j.resuscitation.2011.06.027",,,,,,,
Russoniello_2012,"Russoniello, K. (2012). The Devil (and Drugs) in the Details: Portugal’s Focus on Public Health as a Model for Decriminalization of Drugs in Mexico Note. Yale J. Health Pol’y L. & Ethics, 12, 371–432.",,,,,,,
Rutkow_2015,"Rutkow, L., Chang, H. Y., Daubresse, M., Webster, D. W., Stuart, E. A., Alex, & er, G. C. (2015). Effect of Florida’s Prescription Drug Monitoring Program and pill mill laws on opioid prescribing and use. JAMA Internal Medicine, 175(10), 1642–1649.",,,,,,,
Sacks_2019,"Sacks, D. W., Hollingsworth, A., Nguyen, T. D., & Simon, K. I. (2019). Can policy affect initiation of addictive substance use? Evidence from opioid prescribing (No. w25974). National Bureau of Economic Research. https://doi.org/10.3386/w25974",,,,,,,
Salmon_2009,"Salmon, A. M., van Beek, I., Amin, J., Kaldor, J., & Maher, L. (2010). The impact of a supervised injecting facility on ambulance call-outs in Sydney, Australia. Addiction, 105(4), 676–683. https://doi.org/10.1111/j.1360-0443.2009.02837.x",,,,,,,
Saloner_2016,"Saloner, B., Stoller, K. B., & Barry, C. L. (2016). Medicaid Coverage for Methadone Maintenance and Use of Opioid Agonist Therapy in Specialty Addiction Treatment. Psychiatric Services, 67(6), 676–679.",,,,,,,
Saloner_2017,"Saloner, B., Akosa Antwi, Y., Maclean, J. C., & Cook, B. (2018). Access to Health Insurance and Utilization of Substance Use Disorder Treatment: Evidence from the Affordable Care Act Dependent Coverage Provision. Health Econ, 27(1), 50–75. https://doi.org/10.1002/hec.3482",,,,,,,
Saloner_2018,"Saloner, B., Levin, J., Chang, H. Y., Jones, C., & Alexander, G. C. (2018). Changes in Buprenorphine-Naloxone and Opioid Pain Reliever Prescriptions After the Affordable Care Act Medicaid Expansion. JAMA Network Open, 1(4), e181588. https://doi.org/10.1001/jamanetworkopen.2018.1588",,,,,,,
Sander_2016,"Sander, G., Scandurra, A., Kamenska, A., MacNamara, C., Kalpaki, C., Bessa, C. F., Laso, G. N., Parisi, G., Varley, L., Wolny, M., Moudatsou, M., Pontes, N. H., Mannix-McNamara, P., Libianchi, S., & Antypas, T. (2016). Overview of harm reduction in prisons in seven European countries. Harm Reduction Journal, 13(1), 28. https://doi.org/10.1186/s12954-016-0118-x",,,,,,,
Sandlilands_2008,"Sandilands, E. A., & Bateman, D. N. (2008). Co-proxamol withdrawal has reduced suicide from drugs in Scotland. Br J Clin Pharmacol, 66(2), 290–293. https://doi.org/10.1111/j.1365-2125.2008.03206.x",,,,,,,
Sankey_2016,"Sankey, C., Setnik, B., Harsanyi, Z., Michalko, K., Yang, Z., & Geoffroy, P. (2016). Opioid use following the introduction of an extended-release oxycodone formulation with tamper-resistant properties: Prospective historical chart review in methadone-maintained patients. J Opioid Manag, 12(2), 149–159. https://doi.org/10.5055/jom.2016.0327",,,,,,,
Sanmartin_2019,"Sanmartin, M. X., Ali, M. M., & Lynch, S. (2019). Foster care admissions and state-level criminal justice-focused prenatal substance use policies. Children and Youth Services Review, 102, 102–107. https://doi.org/10.1016/j.childyouth.2019.03.050",,,,,,,
Santistevan_2018,"Santistevan, J. R., Sharp, B. R., Hamedani, A. G., Fruhan, S., Lee, A. W., & Patterson, B. W. (2018). By Default: The Effect of Prepopulated Prescription Quantities on Opioid Prescribing in the Emergency Department. West J Emerg Med, 19(2), 392–397. https://doi.org/10.5811/westjem.2017.10.33798",,,,,,,
Saulle_2017,"Saulle, R., Vecchi, S., & Gowing, L. (2017). Supervised dosing with a long-acting opioid medication in the management of opioid dependence. Cochrane Database of Systematic Reviews. https://doi.org/10.1002/14651858.CD011983.pub2",,,,,,,
Saunders_2014,"Saunders, K. W., Shortreed, S., Thielke, S., Turner, J. A., LeResche, L., Beck, R., & Von Korff, M. (2015). Evaluation of Health Plan Interventions to Influence Chronic Opioid Therapy Prescribing. Clin J Pain, 31(9), 820–829. https://doi.org/10.1097/ajp.0000000000000159",,,,,,,
Schackman_2006,"Schackman, B. R., Merrill, J. O., McCarty, D., Levi, J., & Lubinski, C. (2006). Overcoming policy and financing barriers to integrated buprenorphine and HIV primary care. Clinical Infectious Diseases, 43, S247-53.",,,,,,,
Schaffer_2018,"Schaffer, Andrea L., Buckley, N. A., Degenhardt, L., Larance, B., Cairns, R., Dobbins, T. A., & Pearson, S.-A. (2018). Person-level changes in oxycodone use after the introduction of a tamper-resistant formulation in Australia. Canadian Medical Association Journal, 190(12), E355. https://doi.org/10.1503/cmaj.170666",,,,,,,
Schaffer_2019,"Schaffer, A. L., Karanges, E. A., Buckley, N. A., Wilson, A., Degenhardt, L., Larance, B., & Pearson, S. A. (2019). Increases in controlled-release oxycodone utilisation following the subsidy of oxycodone with naloxone formulations: An Australian population-based study. Pharmacoepidemiol Drug Safety, 28(1), 97–105. https://doi.org/10.1002/pds.4683",,,,,,,
Schill_2018,"Schill, N. (2018). The Fatal Shortcomings of Our Good Samaritan Overdose Statutes and Proposed Model Statute. Equal Rights & Social Justice, 25(1), 123–159.",,,,,,,
Schultz_2016,"Schultz, S., Chamberlain, C., Vulcan, M., Rana, H., Patel, B., Alex, & er, J. C. (2016). Analgesic utilization before and after rescheduling of hydrocodone in a large academic level 1 trauma center. Journal of Opioid Management, 12(2), 119–122.",,,,,,,
Schwartz_2013,"Schwartz, R. P., Gryczynski, J., O’Grady, K. E., Sharfstein, J. M., Warren, G., Olsen, Y., Mitchell, S. G., & Jaffe, J. H. (2013). Opioid agonist treatments and heroin overdose deaths in Baltimore, Maryland, 1995-2009. American Journal of Public Health, 103(5), 917–922.",,,,,,,
Seago_2016,"Seago, S., Hayek, A., Pruszynski, J., & Newman, M. G. (2016). Change in prescription habits after federal rescheduling of hydrocodone combination products. Baylor University Medical Center Proceedings, 29(3), 268–270.",,,,,,,
Sears_2009,"Sears, C., Davis, T., Guydish, J., & Gleghorn, A. (2009). Investigating the effects of San Francisco’s treatment on demand initiative on a publicly-funded substance abuse treatment system: A time series analysis. Journal of Psychoactive Drugs, 41(3), 297–304.",,,,,,,
Sears_2019,"Sears, J. M., Fulton-Kehoe, D., Schulman, B. A., Hogg-Johnson, S., & Franklin, G. M. (2019). Opioid Overdose Hospitalization Trajectories in States With and Without Opioid-Dosing Guidelines. Public Health Rep, 134(5), 567–576. https://doi.org/10.1177/0033354919864362",,,,,,,
Sellars_2013,"Sellers, E. M., Perrino, P. J., Colucci, S. V., & Harris, S. C. (2013). Attractiveness of reformulated OxyContin(R) tablets: Assessing comparative preferences and tampering potential. J Psychopharmacol, 27(9), 808–816. https://doi.org/10.1177/0269881113493364",,,,,,,
Sessler_2014,"Sessler, N. E., Downing, J. M., Kale, H., Chilcoat, H. D., Baumgartner, T. F., & Coplan, P. M. (2014). Reductions in reported deaths following the introduction of extended-release oxycodone (OxyContin) with an abuse-deterrent formulation. Pharmacoepidemiol Drug Saf, 23(12), 1238–1246. https://doi.org/10.1002/pds.3658",,,,,,,
Severtson_2013,"Severtson, S. G., Bartelson, B. B., Davis, J. M., Munoz, A., Schneider, M. F., Chilcoat, H., Coplan, P. M., Surratt, H., & Dart, R. C. (2013). Reduced abuse, therapeutic errors, and diversion following reformulation of extended-release oxycodone in 2010. J Pain, 14(10), 1122–1130. https://doi.org/10.1016/j.jpain.2013.04.011",,,,,,,
Severtson_2016,"Severtson, S. G., Ellis, M. S., Kurtz, S. P., Rosenblum, A., Cicero, T. J., Parrino, M. W., Gilbert, M. K., Buttram, M. E., Dasgupta, N., BucherBartelson, B., Green, J. L., & Dart, R. C. (2016). Sustained reduction of diversion and abuse after introduction of an abuse deterrent formulation of extended release oxycodone. Drug Alcohol Depend, 168, 219–229. https://doi.org/10.1016/j.drugalcdep.2016.09.018",,,,,,,
Sevigny_2013,"Sevigny, E. L., Fuleihan, B. K., & Ferdik, F. V. (2013). Do drug courts reduce the use of incarceration?: A meta-analysis. Journal of Criminal Justice, 41(6), 416–425. https://doi.org/10.1016/j.jcrimjus.2013.06.005",,,,,,,
Shaffer_2011,"Shaffer, D. K. (2011). Looking Inside the Black Box of Drug Courts: A Meta?Analytic Review. Justice Quarterly, 28(3), 493–521. https://doi.org/10.1080/07418825.2010.525222",,,,,,,
Shah_2019,"Shah, A., Hayes, C. J., Lakkad, M., & Martin, B. C. (2019). Impact of Medical Marijuana Legalization on Opioid Use, Chronic Opioid Use, and High-risk Opioid Use. J Gen Intern Med, 34(8), 1419–1426. https://doi.org/10.1007/s11606-018-4782-2",,,,,,,
Sham_2011,"Sham, M. K. (2010). Down on the Pharm: The Juvenile Prescription Drug Abuse Epidemic and the Necessity of Holding Parents Criminally Liable for Making Drugs Accessible in Their Homes Note. J. Contemp. Health L. & Pol’y, 27, 426–452.",,,,,,,
Sharareh_2019,"Sharareh, N., Sabounchi, S. S., McFarland, M., & Hess, R. (2019). Evidence of Modeling Impact in Development of Policies for Controlling the Opioid Epidemic and Improving Public Health: A Scoping Review. Subst Abuse, 13, 1178221819866211. https://doi.org/10.1177/1178221819866211",,,,,,,
Sharma_2017,"Sharma, E. (2017). Warning- Special Delivery Due in Nine Months... Jailtime: Pregnancy, Drug Abuse, and the Argument Against Criminal Ramifications. Holy Cross Journal of Law and Public Policy, 21, 79–138.",,,,,,,
Sharp_2018,"Sharp, A., Jones, A., Sherwood, J., Kutsa, O., Honermann, B., & Millett, G. (2018). Impact of Medicaid Expansion on Access to Opioid Analgesic Medications and Medication-Assisted Treatment. Am J Public Health, 108(5), 642–648. https://doi.org/10.2105/ajph.2018.304338",,,,,,,
Shearer_2007,"Shearer, J., Wodak, A. D., & Dolan, K. A. (2007). Evaluation of a prison-based naltrexone program. International Journal of Prisoner Health, 3(3), 214–224.",,,,,,,
Shepherd_2014,"Shepherd, J. (2014). Combating the prescription painkiller epidemic: A national prescription drug reporting program. American Journal of Law & Medicine, 40(1), 85–112.",,,,,,,
Shi_2017,"Shi, Y. (2017). Medical marijuana policies and hospitalizations related to marijuana and opioid pain reliever. Drug & Alcohol Dependence, 173, 144–150.",,,,,,,
Shi_2019,"Shi, Y., Liang, D., Bao, Y., An, R., Wallace, M. S., & Grant, I. (2019). Recreational marijuana legalization and prescription opioids received by Medicaid enrollees. Drug Alcohol Depend, 194, 13–19. https://doi.org/10.1016/j.drugalcdep.2018.09.016",,,,,,,
Shover_2019,"Shover, C. L., Davis, C. S., Gordon, S. C., & Humphreys, K. (2019). Association between medical cannabis laws and opioid overdose mortality has reversed over time. Proc Natl Acad Sci U S A, 116(26), 12624–12626. https://doi.org/10.1073/pnas.1903434116",,,,,,,
Showalter_2018,"Showalter D. (2018). Federal funding for syringe exchange in the US: Explaining a long-term policy failure. The International journal on drug policy, 55, 95–104. https://doi.org/10.1016/j.drugpo.2018.02.006",,,,,,,
Shumway_2018,"Shumway, J. W., Ran, R., McClusky, J., Rafique, Z., Dark, C., Peacock, W. F., Cintron, A., & Ludwig, M. (2018). Impact of rescheduling hydrocodone-combination products in an urban Texas county healthcare system. J Opioid Manag, 14(4), 257–264. https://doi.org/10.5055/jom.2018.0457",,,,,,,
Shumway_2019,"Shumway, W. A. (2019). 2017 Drug Laws in West Virginia: The Wrong Prescription for the State’s Opioid Crisis. Penn State Law Review, 123(2), 559–584.",,,,,,,
Siddiqui_2015,"Siddiqui, S. S., Armenta, R. F., Evans, J. L., Yu, M., Cuevas-Mota, J., Page, K., Davidson, P., & Garfein, R. S. (2015). Effect of legal status of pharmacy syringe sales on syringe purchases by persons who inject drugs in San Francisco and San Diego, CA. International Journal of Drug Policy, 26(11), 1150–1157.",,,,,,,
Simojoki_2008,"Simojoki, K., Vorma, H., & Alho, H. (2008). A retrospective evaluation of patients switched from buprenorphine (Subutex) to the buprenorphine/naloxone combination (Suboxone). Substance abuse treatment, prevention, and policy, 3, 16. https://doi.org/10.1186/1747-597X-3-16",,,,,,,
Simoni-Wastila_2012,"Simoni-Wastila, L., & Qian, J. (2012). Influence of prescription monitoring programs on analgesic utilization by an insured retiree population. Pharmacoepidemiol Drug Saf, 21(12), 1261–1268. https://doi.org/10.1002/pds.3342",,,,,,,
Skinner_2016,"Skinner, A. C., Ringwalt, C., Naumann, R. B., Roberts, A. W., Moss, L. A., Sachdeva, N., Weaver, M. A., & Farley, J. (2016). Reducing Opioid Misuse: Evaluation of a Medicaid Controlled Substance Lock-In Program. J Pain, 17(11), 1150–1155. https://doi.org/10.1016/j.jpain.2016.07.003",,,,,,,
SKodbo_2007,"Skodbo, S., Brown, G., Deacon, S., Cooper, A., Millar, T., Smith, J., & Whitham, K. (2007). The Drug Interventions Programme (DIP): addressing drug use and offending through 'Tough Choices'. https://pdfs.semanticscholar.org/4db8/1511a0087c02388e3d57a3833fbae690058f.pdf",,,,,,,
Skretting_2010,"Skretting, A., & Rosenqvist, P. (2010). Shifting focus in substitution treatment in the Nordic countries. NAT Nordisk Alkohol & Narkotikatidskrift, 27(6), 581–597.",,,,,,,
Smithson_2005,"Smithson, M., McFadden, M., & Mwesigye, S.-E. (2005). Impact of federal drug law enforcement on the supply of heroin in Australia. Addiction, 100(8), 1110–1120.",,,,,,,
Smith_2012,"Smith, K., Bartlett, N., & Wang, N. (2012). A harm reduction paradox: Comparing China’s policies on needle and syringe exchange and methadone maintenance. International Journal of Drug Policy, 23(4), 327–332.",,,,,,,
Smith_2015,"Smith, S. E. (2015). No safe harbors: Examining the shift from voluntary treatment options to criminalization of maternal drug use in Tennessee. The University of Memphis Law Review, 46(1), 203.",,,,,,,
Smyth_2015,"Smyth, B. P., James, P., Cullen, W., & Darker, C. (2015). “So prohibition can work?” Changes in use of novel psychoactive substances among adolescents attending a drug and alcohol treatment service following a legislative ban. International Journal of Drug Policy, 26(9), 887–889.",,,,,,,
Smyth_2019,"Smyth, B. P., Daly, A., Elmusharaf, K., McDonald, C., Clarke, M., Craig, S., & Cullen, W. (2020). Legislation targeting head shops selling new psychoactive substances and changes in drug-related psychiatric admissions: A national database study [https://doi.org/10.1111/eip.12807]. Early Intervention in Psychiatry, 14(1), 53-60. https://doi.org/https://doi.org/10.1111/eip.12807",,,,,,,
Snider_2019,"Snider, J. T., Duncan, M. E., Gore, M. R., Seabury, S., Silverstein, A. R., Tebeka, M. G., & Goldman, D. P. (2019). Association Between State Medicaid Eligibility Thresholds and Deaths Due to Substance Use Disorders. JAMA Netw Open (31026034; Vol. 2). https://doi.org/10.1001/jamanetworkopen.2019.3056",,,,,,,
Socias_2017,"Socias, M. E., Wood, E., McNeil, R., Kerr, T., Dong, H., Shoveller, J., Montaner, J., & Milloy, M. J. (2017). Unintended impacts of regulatory changes to British Columbia Methadone Maintenance Program on addiction and HIV-related outcomes: An interrupted time series analysis. International Journal of Drug Policy, 45, 1–8.",,,,,,,
Sohn_2019,"Sohn, M., Talbert, J. C., Huang, Z., Lofwall, M. R., & Freeman, P. R. (2019). Association of Naloxone Coprescription Laws With Naloxone Prescription Dispensing in the United States. JAMA Netw Open, 2(6), e196215. https://doi.org/10.1001/jamanetworkopen.2019.6215",,,,,,,
Soni_2018,"Soni, A. (2019). Health insurance, price changes, and the demand for pain relief drugs: Evidence from medicare part d (SSRN Scholarly Paper ID 3268968). Social Science Research Network. https://papers.ssrn.com/abstract=3268968",,,,,,,
Soper_2018,"Soper, R., Appajosyula, S., & Deximo, C. (2018). Decline in Buprenorphine/Naloxone Prescriptions in a State Medicaid Population Following Formulary Conversion from Suboxone to Bunavail. Adv Ther, 35(4), 457–466. https://doi.org/10.1007/s12325-018-0696-y",,,,,,,
Sorensen_2009,"Sorensen, J. L., Guydish, J., Zilavy, P., Davis, T. B., Gleghorn, A., Jacoby, M., & Sears, C. (2007). Access to drug abuse treatment under Treatment on Demand policy in San Francisco. Am J Drug Alcohol Abuse, 33(2), 227–236. https://doi.org/10.1080/00952990601174824",,,,,,,
Spooner_2016,"Fernandes, K., Martins, D., Juurlink, D., Mamdani, M., Paterson, J. M., Spooner, L., Singh, S., & Gomes, T. (2016). High-Dose Opioid Prescribing and Opioid-Related Hospitalization: A Population-Based Study. PLoS One, 11(12), e0167479. https://doi.org/10.1371/journal.pone.0167479",,,,,,,
Srubar_2015,"Srubar, B. (2015). BREAKING BAD POLICY: SHIFTING U.S. COUNTER-DRUG POLICY, ELIMINATING SAFE HAVENS, AND FACILITATING INTERNATIONAL COOPERATION. Houston Journal of International Law, 37(1), 197–233.",,,,,,,
Stanos_2012,"Stanos, S. (2012). Evolution of opioid risk management and review of the classwide REMS for extended-release/long-acting opioids. Physician & Sportsmedicine, 40(4), 12–20.",,,,,,,
Stark_2002,"Stark, S. E. (2001). Bio-Ethics and Physician Liability: The Liability Effects of Developing Pain Management Standards. St. Thomas Law Review, 14, 601–640.",,,,,,,
Steckler_2019,"Steckler, T. J., Mosher, H. J., Desloover-Koch, Y., & Lund, B. C. (2019). Impact of hydrocodone reclassification on analgesic prescribing in the Veterans Health Administration. Am J Health Syst Pharm, 76(Supplement_2), S61-s67. https://doi.org/10.1093/ajhp/zxy090",,,,,,,
Steffen_2016,"Steffen, B. J. (2016). Battling the Heroin Epidemic with Involuntary Treatment. Journal of Law and Social Deviance, 12, 181–225.",,,,,,,
Stein_2014,"Stein, B. D., Pacula, R. L., Gordon, A. J., Burns, R. M., Leslie, D. L., Sorbero, M. J., Bauhoff, S., Mandell, T., & Dick, A. W. (2015). Where Is Buprenorphine Dispensed to Treat Opioid Use Disorders? https://www.rand.org/pubs/external_publications/EP50865.html files/249/EP50865.html",,,,,,,
Stein_2015,"Stein, B. D., Gordon, A. J., Dick, A. W., Burns, R. M., Pacula, R. L., Farmer, C. M., Leslie, D. L., & Sorbero, M. J. (2015). Supply of Buprenorphine Waivered Physicians. https://www.rand.org/pubs/external_publications/EP66172.html files/253/EP66172.html",,,,,,,
Stemen_2012,"Stemen, D., & Rengifo, A. F. (2011). Reconciling the multiple objectives of prison diversion programs for drug offenders: Evidence from Kansas’ Senate Bill 123. Eval Rev, 35(6), 642–672. https://doi.org/10.1177/0193841x12439194",,,,,,,
Stevenson_2002,"Stevenson, D. (2002). Should Addicts Get Welfare—Addiction & (and) SSI/SSDI. Brooklyn Law Review, 68, 185–240.",,,,,,,
Steverson_2009,"Steverson, J. W., & Rieckmann, T. (2009). Legislating for the Provision of Comprehensive Substance Abuse Treatment Programs for Pregnant and Mothering Women. Duke Journal of Gender Law & Policy, 16, 315–346.",,,,,,,
Stoever_2002,"Stoever, H. (2002). Drug substitution treatment and needle exchange programs in German and European prisons. Journal of Drug Issues, 32(2), 573–595.",,,,,,,
Stover_2006,"Stoever, Heino, Casselman, J., & Hennebel, L. (2006). Substitution treatment in European prisons. A study of policies and practices in 18 European countries. International Journal of Prisoner Health, 2. https://doi.org/10.1080/17449200600743396",,,,,,,
Strickler_2019,"Strickler, G. K., Zhang, K., Halpin, J. F., Bohnert, A. S. B., Baldwin, G. T., & Kreiner, P. W. (2019). Effects of mandatory prescription drug monitoring program (PDMP) use laws on prescriber registration and use and on risky prescribing. Drug Alcohol Depend, 199, 1–9. https://doi.org/10.1016/j.drugalcdep.2019.02.010",,,,,,,
Strike_2005,"Strike, C. J., Urbanoski, K., Fischer, B., Marsh, D. C., & Millson, M. (2005). Policy changes and the methadone maintenance treatment system for opioid dependence in Ontario, 1996 to 2001. Journal of Addictive Diseases, 24(1), 39–51.",,,,,,,
Stucke_2018,"Stucke, R. S., Kelly, J. L., Mathis, K. A., Hill, M. V., & Barth, R. J., Jr. (2018). Association of the Use of a Mandatory Prescription Drug Monitoring Program With Prescribing Practices for Patients Undergoing Elective Surgery. JAMA Surg, 153(12), 1105–1110. https://doi.org/10.1001/jamasurg.2018.2666",,,,,,,
Suffoletto_2018,"Suffoletto, B., Lynch, M., Pacella, C. B., Yealy, D. M., & Callaway, C. W. (2018). The Effect of a Statewide Mandatory Prescription Drug Monitoring Program on Opioid Prescribing by Emergency Medicine Providers Across 15 Hospitals in a Single Health System. Journal of Pain, 19(4), 430–438.",,,,,,,
Sullivan_2016,"Sullivan, M. D., Bauer, A. M., Fulton-Kehoe, D., Garg, R. K., Turner, J. A., Wickizer, T., & Franklin, G. M. (2016). Trends in Opioid Dosing Among Washington State Medicaid Patients Before and After Opioid Dosing Guideline Implementation. Journal of Pain, 17(5), 561–568.",,,,,,,
Sung_2011,"Sung, H.-E. (2011). From Diversion to Reentry: Recidivism Risks Among Graduates of an Alternative to Incarceration Program. Criminal Justice Policy Review, 22(2), 219–234. https://doi.org/10.1177/0887403410376588",,,,,,,
Sung_2018,"Sung, A. S. (2019). Drug Use and Punishment: A Public Health Crisis America Can No Longer Ignore. Seattle Journal for Social Justice, 17(2).",,,,,,,
Sun_2017,"Sun, B. C., Lupulescu-Mann, N., Charlesworth, C. J., Kim, H., Hartung, D. M., Deyo, R. A., & John McConnell, K. (2017). Impact of Hospital “Best Practice” Mandates on Prescription Opioid Dispensing After an Emergency Department Visit. Academic Emergency Medicine, 24(8), 905–913.",,,,,,,
Sun_2018,"Sun, B. C., Charlesworth, C. J., Lupulescu-Mann, N., Young, J. I., Kim, H., Hartung, D. M., Deyo, R. A., & McConnell, K. J. (2018). Effect of Automated Prescription Drug Monitoring Program Queries on Emergency Department Opioid Prescribing. Ann Emerg Med, 71(3), 337-347.e6. https://doi.org/10.1016/j.annemergmed.2017.10.023",,,,,,,
Surratt_2014,"Surratt, H. L., O’Grady, C., Kurtz, S. P., Stivers, Y., Cicero, T. J., Dart, R. C., & Chen, M. (2014). Reductions in prescription opioid diversion following recent legislative interventions in Florida. Pharmacoepidemiology & Drug Safety, 23(3), 314–320.",,,,,,,
Swartz_2019,"Swartz, J. A., & Beltran, S. J. (2019). Prescription opioid availability and opioid overdose-related mortality rates in Medicaid expansion and non-expansion states. Addiction, 114(11), 2016–2025. https://doi.org/10.1111/add.14741",,,,,,,
Tadrous_2019,"Tadrous, M., Greaves, S., Martins, D., Nadeem, K., Singh, S., Mamdani, M. M., Juurlink, D. N., & Gomes, T. (2019). Evaluation of the fentanyl patch-for-patch program in Ontario, Canada. Int J Drug Policy, 66, 82–86. https://doi.org/10.1016/j.drugpo.2019.01.025",,,,,,,
Tami_2014,SAMHSA. (2014). Medicaid Coverage and Financing of Medications to Treat Alcohol and Opioid Use Disorders. SAMHSA. https://store.samhsa.gov/product/Medicaid-Coverage-and-Financing-of-Medications-to-Treat-Alcohol-and-Opioid-Use-Disorders/sma14-4854,,,,,,,
Tan_2018,"Tan, W. H., Feaman, S., Milam, L., Garber, V., McAllister, J., Blatnik, J. A., & Brunt, L. M. (2018). Postoperative opioid prescribing practices and the impact of the hydrocodone schedule change. Surgery, 164(4), 879–886. https://doi.org/10.1016/j.surg.2018.06.018",,,,,,,
Tempalski_2008,"Tempalski, B., Cooper, H. L., Friedman, S. R., Des Jarlais, D. C., Brady, J., & Gostnell, K. (2008). Correlates of syringe coverage for heroin injection in 35 large metropolitan areas in the US in which heroin is the dominant injected drug. International Journal of Drug Policy, 19, S47-58.",,,,,,,
Tenney_2018,"Tenney, L., McKenzie, L. M., Matus, B., Mueller, K., & Newman, L. S. (2019). Effect of an opioid management program for Colorado workers’ compensation providers on adherence to treatment guidelines for chronic pain. Am J Ind Med, 62(1), 21–29. https://doi.org/10.1002/ajim.22920",,,,,,,
Tesoriero_2009,"Tesoriero, J. M., Battles, H. B., Klein, S. J., Kaufman, E., & Birkhead, G. S. (2009). Expanding access to sterile syringes through pharmacies: Assessment of New York’s Expanded Syringe Access Program. J Am Pharm Assoc (2003), 49(3), 407–416. https://doi.org/10.1331/JAPhA.2009.07127",,,,,,,
The Network for Public Health Law_2018,The Network for Public Health Law. (2018). Legal Interventions To Reduce Overdose Mortality: Naloxone Access And Overdose Good Samaritan Laws. The Network for Pubilc Health Law. https://www.networkforphl.org/_asset/qz5pvn/legal-interventions-to-reduce-overdose.pdf,,,,,,,
Thomas_2013,"Thomas, C. P., Kim, M., Kelleher, S. J., Nikitin, R. V., Kreiner, P. W., McDonald, A., & Carrow, G. M. (2013). Early experience with electronic prescribing of controlled substances in a community setting. J Am Med Inform Assoc, 20(e1), e44-51. https://doi.org/10.1136/amiajnl-2012-001499",,,,,,,
Thongkhamcharoen_2012,"Thongkhamcharoen, R., Phungrassami, T., & Atthakul, N. (2014). Regulation of opioid drugs in thai government hospitals: Thailand national survey 2012. Indian J Palliat Care, 20(1), 6–11. https://doi.org/10.4103/0973-1075.125548",,,,,,,
Townsend_2019,"Townsend, T., Blostein, F., Doan, T., Madson-Olson, S., Galecki, P., & Hutton, D. W. (2020). Cost-effectiveness analysis of alternative naloxone distribution strategies: First responder and lay distribution in the United States. International Journal of Drug Policy, 75, 102536. https://doi.org/https://doi.org/10.1016/j.drugpo.2019.07.031",,,,,,,
Tran_2012,"Tran, Bach Xuan, Ohinmaa, A., Duong, A. T., Nguyen, L. T., Vu, P. X., Mills, S., Houston, S., & Jacobs, P. (2012). The cost-effectiveness and budget impact of Vietnam’s methadone maintenance treatment programme in HIV prevention and treatment among injection drug users. Global Public Health: An International Journal for Research, Policy and Practice, 7(10), 1080–1094.",,,,,,,
Tran_2016,"Tran, B. X., Nguyen, L. H., Nong, V. M., Nguyen, C. T., Phan, H. T., & Latkin, C. A. (2016). Behavioral and quality-of-life outcomes in different service models for methadone maintenance treatment in Vietnam. Harm Reduction Journal, 13, 4.",,,,,,,
Tran_2017,"Tran, S., Lavitas, P., Stevens, K., Greenwood, B. C., Clements, K., Alper, C. J., Lenz, K., Price, M., Hydery, T., Arnold, J. L., Takeshita, M., Bacon, R., Peristere, J. P., & Jeffrey, P. L. (2017). The Effect of a Federal Controlled Substance Act Schedule Change on Hydrocodone Combination Products Claims in a Medicaid Population. Journal of Managed Care & Specialty Pharmacy, 23(5), 532–539.",,,,,,,
Turner_2013,"Turner, J. A., Saunders, K., Shortreed, S. M., Rapp, S. E., Thielke, S., LeResche, L., Riddell, K. M., & Von Korff, M. (2014). Chronic opioid therapy risk reduction initiative: Impact on urine drug testing rates and results. J Gen Intern Med, 29(2), 305–311. https://doi.org/10.1007/s11606-013-2651-6",,,,,,,
